Species,Plate,Point ,Area,Temp
X. cleistominuta,44,4,Fungi,41.2
X. cleistominuta,44,5,Fungi,40.8
X. cleistominuta,44,6,Fungi,40.5
X. cleistominuta,44,7,Fungi,40.4
X. cleistominuta,44,8,Fungi,40.6
X. cleistominuta,44,9,Fungi,40.3
X. cleistominuta,44,10,Fungi,40.1
X. cleistominuta,44,11,Fungi,40.6
X. cleistominuta,44,12,Fungi,40.3
X. cleistominuta,44,13,Fungi,40.5
X. cleistominuta,44,14,Fungi,41.4
X. cleistominuta,44,15,Fungi,41.2
X. cleistominuta,45,1,Agar,41.7
X. cleistominuta,45,2,Agar,41.3
X. cleistominuta,45,3,Agar,41.4
X. cleistominuta,45,4,Agar,41.6
X. cleistominuta,45,5,Agar,41.6
X. cleistominuta,45,6,Agar,41.4
X. cleistominuta,45,7,Agar,41.6
X. cleistominuta,45,8,Agar,41.6
X. cleistominuta,45,9,Agar,41.4
X. cleistominuta,45,10,Agar,41.9
X. cleistominuta,45,11,Agar,41.8
X. cleistominuta,45,12,Agar,41.4
X. cleistominuta,45,13,Agar,41.7
X. cleistominuta,45,14,Agar,41.7
X. cleistominuta,45,15,Agar,41.6
X. cleistominuta,45,1,Fungi,41.3
X. cleistominuta,45,2,Fungi,41.1
X. cleistominuta,45,3,Fungi,40.9
X. cleistominuta,45,4,Fungi,41.7
X. cleistominuta,45,5,Fungi,41.3
X. cleistominuta,45,6,Fungi,41.4
X. cleistominuta,45,7,Fungi,41.4
X. cleistominuta,45,8,Fungi,41.1
X. cleistominuta,45,9,Fungi,42
X. cleistominuta,45,10,Fungi,41
X. cleistominuta,45,11,Fungi,41.2
X. cleistominuta,45,12,Fungi,41.2
X. cleistominuta,45,13,Fungi,41.4
X. cleistominuta,45,14,Fungi,41.2
X. cleistominuta,45,15,Fungi,41
X. cleistominuta,46,1,Agar,39.8
X. cleistominuta,46,2,Agar,40.1
X. cleistominuta,46,3,Agar,40.4
X. cleistominuta,46,4,Agar,40.4
X. cleistominuta,46,5,Agar,40.1
X. cleistominuta,46,6,Agar,40.5
X. cleistominuta,46,7,Agar,40.4
X. cleistominuta,46,8,Agar,40.5
X. cleistominuta,46,9,Agar,40.5
X. cleistominuta,46,10,Agar,40.6
X. cleistominuta,46,11,Agar,40.6
X. cleistominuta,46,12,Agar,40.6
X. cleistominuta,46,13,Agar,40.5
X. cleistominuta,46,14,Agar,40.5
X. cleistominuta,46,15,Agar,40.3
X. cleistominuta,46,1,Fungi,40
X. cleistominuta,46,2,Fungi,40.2
X. cleistominuta,46,3,Fungi,40.5
X. cleistominuta,46,4,Fungi,40.3
X. cleistominuta,46,5,Fungi,39.6
X. cleistominuta,46,6,Fungi,39.7
X. cleistominuta,46,7,Fungi,40.2
X. cleistominuta,46,8,Fungi,39.9
X. cleistominuta,46,9,Fungi,39.8
X. cleistominuta,46,10,Fungi,39.4
X. cleistominuta,46,11,Fungi,39.8
X. cleistominuta,46,12,Fungi,39.8
X. cleistominuta,46,13,Fungi,40.4
X. cleistominuta,46,14,Fungi,40.2
X. cleistominuta,46,15,Fungi,39.8
X. cleistominuta,47,1,Agar,41.3
X. cleistominuta,47,2,Agar,41.4
X. cleistominuta,47,3,Agar,41.7
X. cleistominuta,47,4,Agar,41.6
X. cleistominuta,47,5,Agar,41.4
X. cleistominuta,47,6,Agar,41.3
X. cleistominuta,47,7,Agar,41.4
X. cleistominuta,47,8,Agar,41.3
X. cleistominuta,47,9,Agar,41
X. cleistominuta,47,10,Agar,41.4
X. cleistominuta,47,11,Agar,41.6
X. cleistominuta,47,12,Agar,41.6
X. cleistominuta,47,13,Agar,41.3
X. cleistominuta,47,14,Agar,41.6
X. cleistominuta,47,15,Agar,41.5
X. cleistominuta,47,1,Fungi,39.7
X. cleistominuta,47,2,Fungi,39.5
X. cleistominuta,47,3,Fungi,39.3
X. cleistominuta,47,4,Fungi,40.9
X. cleistominuta,47,5,Fungi,41
X. cleistominuta,47,6,Fungi,41
X. cleistominuta,47,7,Fungi,41.2
X. cleistominuta,47,8,Fungi,40.9
X. cleistominuta,47,9,Fungi,40
X. cleistominuta,47,10,Fungi,41
X. cleistominuta,47,11,Fungi,41
X. cleistominuta,47,12,Fungi,41
X. cleistominuta,47,13,Fungi,40.3
X. cleistominuta,47,14,Fungi,40.9
X. cleistominuta,47,15,Fungi,41.1
X. cleistominuta,48,1,Agar,41
X. cleistominuta,48,2,Agar,41.2
X. cleistominuta,48,3,Agar,41.2
X. cleistominuta,48,4,Agar,41.1
X. cleistominuta,48,5,Agar,41.2
X. cleistominuta,48,6,Agar,40.9
X. cleistominuta,48,7,Agar,41.5
X. cleistominuta,48,8,Agar,41.1
X. cleistominuta,48,9,Agar,41.7
X. cleistominuta,48,10,Agar,41.4
X. cleistominuta,48,11,Agar,41.7
X. cleistominuta,48,12,Agar,41.2
X. cleistominuta,48,13,Agar,41.5
X. cleistominuta,48,14,Agar,41.5
X. cleistominuta,48,15,Agar,41.3
X. cleistominuta,48,1,Fungi,41.2
X. cleistominuta,48,2,Fungi,41.1
X. cleistominuta,48,3,Fungi,41.3
X. cleistominuta,48,4,Fungi,41
X. cleistominuta,48,5,Fungi,39.7
X. cleistominuta,48,6,Fungi,39.8
X. cleistominuta,48,7,Fungi,40.2
X. cleistominuta,48,8,Fungi,40.4
X. cleistominuta,48,9,Fungi,40.5
X. cleistominuta,48,10,Fungi,40.2
X. cleistominuta,48,11,Fungi,40.5
X. cleistominuta,48,12,Fungi,39.9
X. cleistominuta,48,13,Fungi,39.6
X. cleistominuta,48,14,Fungi,39.6
X. cleistominuta,48,15,Fungi,39.7
X. cleistominuta,49,1,Agar,41.7
X. cleistominuta,49,2,Agar,41.1
X. cleistominuta,49,3,Agar,41
X. cleistominuta,49,4,Agar,40.9
X. cleistominuta,49,5,Agar,40.5
X. cleistominuta,49,6,Agar,40.7
X. cleistominuta,49,7,Agar,40.7
X. cleistominuta,49,8,Agar,40.9
X. cleistominuta,49,9,Agar,41.1
X. cleistominuta,49,10,Agar,40.9
X. cleistominuta,49,11,Agar,41
X. cleistominuta,49,12,Agar,41
X. cleistominuta,49,13,Agar,40.7
X. cleistominuta,49,14,Agar,40.7
X. cleistominuta,49,15,Agar,40.7
X. cleistominuta,49,1,Fungi,39.6
X. cleistominuta,49,2,Fungi,39.7
X. cleistominuta,49,3,Fungi,40.2
X. cleistominuta,49,4,Fungi,40.5
X. cleistominuta,49,5,Fungi,40.4
X. cleistominuta,49,6,Fungi,40.1
X. cleistominuta,49,7,Fungi,40.5
X. cleistominuta,49,8,Fungi,39.2
X. cleistominuta,49,9,Fungi,40.3
X. cleistominuta,49,10,Fungi,39.8
X. cleistominuta,49,11,Fungi,40.3
X. cleistominuta,49,12,Fungi,39.3
X. cleistominuta,49,13,Fungi,39.5
X. cleistominuta,49,14,Fungi,40.4
X. cleistominuta,49,15,Fungi,40.6
X. cleistominuta,50,1,Agar,40.5
X. cleistominuta,50,2,Agar,40.9
X. cleistominuta,50,3,Agar,40.5
X. cleistominuta,50,4,Agar,40.4
X. cleistominuta,50,5,Agar,40.4
X. cleistominuta,50,6,Agar,40.1
X. cleistominuta,50,7,Agar,40.5
X. cleistominuta,50,8,Agar,40.7
X. cleistominuta,50,9,Agar,40.9
X. cleistominuta,50,10,Agar,41.3
X. cleistominuta,50,11,Agar,41.3
X. cleistominuta,50,12,Agar,41.1
X. cleistominuta,50,13,Agar,41
X. cleistominuta,50,14,Agar,41.1
X. cleistominuta,50,15,Agar,41.1
X. cleistominuta,50,1,Fungi,39.7
X. cleistominuta,50,2,Fungi,40
X. cleistominuta,50,3,Fungi,39.4
X. cleistominuta,50,4,Fungi,39.4
X. cleistominuta,50,5,Fungi,40.7
X. cleistominuta,50,6,Fungi,40.7
X. cleistominuta,50,7,Fungi,40.8
X. cleistominuta,50,8,Fungi,41
X. cleistominuta,50,9,Fungi,40.1
X. cleistominuta,50,10,Fungi,39.9
X. cleistominuta,50,11,Fungi,40.7
X. cleistominuta,50,12,Fungi,39.9
X. cleistominuta,50,13,Fungi,40.6
X. cleistominuta,50,14,Fungi,40.3
X. cleistominuta,50,15,Fungi,40.6
X. roeperi,51,1,Agar,40.2
X. roeperi,51,2,Agar,40.9
X. roeperi,51,3,Agar,39.8
X. roeperi,51,4,Agar,40.7
X. roeperi,51,5,Agar,41.2
X. roeperi,51,6,Agar,41.4
X. roeperi,51,7,Agar,40.6
X. roeperi,51,8,Agar,41.1
X. roeperi,51,9,Agar,41.6
X. roeperi,51,10,Agar,41.4
X. roeperi,51,11,Agar,41.3
X. roeperi,51,12,Agar,41.2
X. roeperi,51,13,Agar,41.2
X. roeperi,51,14,Agar,41
X. roeperi,51,15,Agar,41.1
X. roeperi,51,1,Fungi,38.1
X. roeperi,51,2,Fungi,37.2
X. roeperi,51,3,Fungi,35.8
X. roeperi,51,4,Fungi,41.5
X. roeperi,51,5,Fungi,41.7
X. roeperi,51,6,Fungi,41.5
X. roeperi,51,7,Fungi,41.3
X. roeperi,51,8,Fungi,39.3
X. roeperi,51,9,Fungi,37.7
X. roeperi,51,10,Fungi,39.1
X. roeperi,51,11,Fungi,37.4
X. roeperi,51,12,Fungi,38.1
X. roeperi,51,13,Fungi,40.6
X. roeperi,51,14,Fungi,40.8
X. roeperi,51,15,Fungi,41.2
X. roeperi,52,1,Agar,37.8
X. roeperi,52,2,Agar,38.2
X. roeperi,52,3,Agar,38.4
X. roeperi,52,4,Agar,38.2
X. roeperi,52,5,Agar,38.8
X. roeperi,52,6,Agar,38.6
X. roeperi,52,7,Agar,38.3
X. roeperi,52,8,Agar,38.2
X. roeperi,52,9,Agar,38.2
X. roeperi,52,10,Agar,38.2
X. roeperi,52,11,Agar,38.5
X. roeperi,52,12,Agar,38.8
X. roeperi,52,13,Agar,39.1
X. roeperi,52,14,Agar,38.5
X. roeperi,52,15,Agar,38.6
X. roeperi,52,1,Fungi,35.2
X. roeperi,52,2,Fungi,38
X. roeperi,52,3,Fungi,37.6
X. roeperi,52,4,Fungi,39.1
X. roeperi,52,5,Fungi,39
X. roeperi,52,6,Fungi,37.8
X. roeperi,52,7,Fungi,38.4
X. roeperi,52,8,Fungi,36.7
X. roeperi,52,9,Fungi,37.5
X. roeperi,52,10,Fungi,37.3
X. roeperi,52,11,Fungi,37.2
X. roeperi,52,12,Fungi,37.6
X. roeperi,52,13,Fungi,34.7
X. roeperi,52,14,Fungi,37.2
X. roeperi,52,15,Fungi,35.8
X. roeperi,53,1,Agar,39.2
X. roeperi,53,2,Agar,39.3
X. roeperi,53,3,Agar,38.7
X. roeperi,53,4,Agar,38
X. roeperi,53,5,Agar,38.7
X. roeperi,53,6,Agar,38.3
X. roeperi,53,7,Agar,38.6
X. roeperi,53,8,Agar,39.1
X. roeperi,53,9,Agar,40.1
X. roeperi,53,10,Agar,39.7
X. roeperi,53,11,Agar,39.5
X. roeperi,53,12,Agar,39.5
X. roeperi,53,13,Agar,40.2
X. roeperi,53,14,Agar,40
X. roeperi,53,15,Agar,38.4
X. roeperi,53,1,Fungi,38.4
X. roeperi,53,2,Fungi,35.7
X. roeperi,53,3,Fungi,38.9
X. roeperi,53,4,Fungi,37
X. roeperi,53,5,Fungi,37.6
X. roeperi,53,6,Fungi,36.2
X. roeperi,53,7,Fungi,38.4
X. roeperi,53,8,Fungi,37.8
X. roeperi,53,9,Fungi,37.1
X. roeperi,53,10,Fungi,34.8
X. roeperi,53,11,Fungi,36
X. roeperi,53,12,Fungi,35.4
X. roeperi,53,13,Fungi,36.8
X. roeperi,53,14,Fungi,37.6
X. roeperi,53,15,Fungi,38.3
X. roeperi,54,1,Agar,39.6
X. roeperi,54,2,Agar,39.1
X. roeperi,54,3,Agar,39.4
X. roeperi,54,4,Agar,39.3
X. roeperi,54,5,Agar,39.1
X. roeperi,54,6,Agar,39.2
X. roeperi,54,7,Agar,39
X. roeperi,54,8,Agar,39.7
X. roeperi,54,9,Agar,39.7
X. roeperi,54,10,Agar,39.9
X. roeperi,54,11,Agar,40.3
X. roeperi,54,12,Agar,40.2
X. roeperi,54,13,Agar,40
X. roeperi,54,14,Agar,39.7
X. roeperi,54,15,Agar,39.9
X. roeperi,54,1,Fungi,39.9
X. roeperi,54,2,Fungi,38.9
X. roeperi,54,3,Fungi,39.1
X. roeperi,54,4,Fungi,39.2
X. roeperi,54,5,Fungi,39.5
X. roeperi,54,6,Fungi,38.7
X. roeperi,54,7,Fungi,38.5
X. roeperi,54,8,Fungi,37
X. roeperi,54,9,Fungi,36.1
X. roeperi,54,10,Fungi,38.2
X. roeperi,54,11,Fungi,39.5
X. roeperi,54,12,Fungi,37.3
X. roeperi,54,13,Fungi,39.6
X. roeperi,54,14,Fungi,39.8
X. roeperi,54,15,Fungi,39.2
X. roeperi,55,1,Agar,39.1
X. roeperi,55,2,Agar,39.4
X. roeperi,55,3,Agar,38.9
X. roeperi,55,4,Agar,38.1
X. roeperi,55,5,Agar,38.3
X. roeperi,55,6,Agar,38.8
X. roeperi,55,7,Agar,39.3
X. roeperi,55,8,Agar,40
X. roeperi,55,9,Agar,39.5
X. roeperi,55,10,Agar,39.1
X. roeperi,55,11,Agar,39.9
X. roeperi,55,12,Agar,39.9
X. roeperi,55,13,Agar,38.7
X. roeperi,55,14,Agar,39.5
X. roeperi,55,15,Agar,38.7
X. roeperi,55,1,Fungi,37.1
X. roeperi,55,2,Fungi,36.5
X. roeperi,55,3,Fungi,37.4
X. roeperi,55,4,Fungi,36.4
X. roeperi,55,5,Fungi,35.5
X. roeperi,55,6,Fungi,38.8
X. roeperi,55,7,Fungi,38.5
X. roeperi,55,8,Fungi,35.3
X. roeperi,55,9,Fungi,36.7
X. roeperi,55,10,Fungi,39.3
X. roeperi,55,11,Fungi,38.7
X. roeperi,55,12,Fungi,36.1
X. roeperi,55,13,Fungi,37.2
X. roeperi,55,14,Fungi,39.2
X. roeperi,55,15,Fungi,38.4
X. roeperi,56,1,Agar,41.3
X. roeperi,56,2,Agar,41.3
X. roeperi,56,3,Agar,43.3
X. roeperi,56,4,Agar,43
X. roeperi,56,5,Agar,42.2
X. roeperi,56,6,Agar,41.3
X. roeperi,56,7,Agar,41.7
X. roeperi,56,8,Agar,41.7
X. roeperi,56,9,Agar,41.7
X. roeperi,56,10,Agar,41.4
X. roeperi,56,11,Agar,41.5
X. roeperi,56,12,Agar,41.7
X. roeperi,56,13,Agar,41.7
X. roeperi,56,14,Agar,42.3
X. roeperi,56,15,Agar,42
X. roeperi,56,1,Fungi,40.5
X. roeperi,56,2,Fungi,40.7
X. roeperi,56,3,Fungi,41
X. roeperi,56,4,Fungi,38.6
X. roeperi,56,5,Fungi,39.6
X. roeperi,56,6,Fungi,41.2
X. roeperi,56,7,Fungi,42.2
X. roeperi,56,8,Fungi,42.9
X. roeperi,56,9,Fungi,43
X. roeperi,56,10,Fungi,41.2
X. roeperi,56,11,Fungi,41.2
X. roeperi,56,12,Fungi,41.5
X. roeperi,56,13,Fungi,41.6
X. roeperi,56,14,Fungi,41.6
X. roeperi,56,15,Fungi,40.7
X. roeperi,57,1,Agar,43.2
X. roeperi,57,2,Agar,43.3
X. roeperi,57,3,Agar,43.2
X. roeperi,57,4,Agar,43.5
X. roeperi,57,5,Agar,43.4
X. roeperi,57,6,Agar,43.3
X. roeperi,57,7,Agar,42.4
X. roeperi,57,8,Agar,42.4
X. roeperi,57,9,Agar,42.9
X. roeperi,57,10,Agar,42.3
X. roeperi,57,11,Agar,41.7
X. roeperi,57,12,Agar,41.7
X. roeperi,57,13,Agar,41.3
X. roeperi,57,14,Agar,41.8
X. roeperi,57,15,Agar,42
X. roeperi,57,1,Fungi,39.4
X. roeperi,57,2,Fungi,41.1
X. roeperi,57,3,Fungi,40.1
X. roeperi,57,4,Fungi,40.6
X. roeperi,57,5,Fungi,42.7
X. roeperi,57,6,Fungi,41.8
X. roeperi,57,7,Fungi,42.8
X. roeperi,57,8,Fungi,41.6
X. roeperi,57,9,Fungi,42.3
X. roeperi,57,10,Fungi,41.5
X. roeperi,57,11,Fungi,42.9
X. roeperi,57,12,Fungi,41.6
X. roeperi,57,13,Fungi,42.4
X. roeperi,57,14,Fungi,42.9
X. roeperi,57,15,Fungi,41.6
X. roeperi,58,1,Agar,43
X. roeperi,58,2,Agar,42.6
X. roeperi,58,3,Agar,35.5
X. roeperi,58,4,Agar,43.6
X. roeperi,58,5,Agar,42.8
X. roeperi,58,6,Agar,42.7
X. roeperi,58,7,Agar,41.3
X. roeperi,58,8,Agar,41.1
X. roeperi,58,9,Agar,41.2
X. roeperi,58,10,Agar,41.1
X. roeperi,58,11,Agar,41
X. roeperi,58,12,Agar,41.1
X. roeperi,58,13,Agar,40.7
X. roeperi,58,14,Agar,40.8
X. roeperi,58,15,Agar,40.5
X. roeperi,58,1,Fungi,41
X. roeperi,58,2,Fungi,39.7
X. roeperi,58,3,Fungi,40.1
X. roeperi,58,4,Fungi,39.7
X. roeperi,58,5,Fungi,41.4
X. roeperi,58,6,Fungi,37.9
X. roeperi,58,7,Fungi,38.3
X. roeperi,58,8,Fungi,42.6
X. roeperi,58,9,Fungi,41.5
X. roeperi,58,10,Fungi,43.1
X. roeperi,58,11,Fungi,41.4
X. roeperi,58,12,Fungi,41.1
X. roeperi,58,13,Fungi,39.9
X. roeperi,58,14,Fungi,41
X. roeperi,58,15,Fungi,39.5
X. roeperi,59,1,Agar,44
X. roeperi,59,2,Agar,44.5
X. roeperi,59,3,Agar,45
X. roeperi,59,4,Agar,44.4
X. roeperi,59,5,Agar,44.5
X. roeperi,59,6,Agar,43.9
X. roeperi,59,7,Agar,44.3
X. roeperi,59,8,Agar,44
X. roeperi,59,9,Agar,43.9
X. roeperi,59,10,Agar,43.9
X. roeperi,59,11,Agar,43.9
X. roeperi,59,12,Agar,44.7
X. roeperi,59,13,Agar,44.6
X. roeperi,59,14,Agar,44.6
X. roeperi,59,15,Agar,44.6
X. roeperi,59,1,Fungi,39.5
X. roeperi,59,2,Fungi,42.6
X. roeperi,59,3,Fungi,36.9
X. roeperi,59,4,Fungi,44.1
X. roeperi,59,5,Fungi,42.9
X. roeperi,59,6,Fungi,42.2
X. roeperi,59,7,Fungi,41.5
X. roeperi,59,8,Fungi,41
X. roeperi,59,9,Fungi,44.3
X. roeperi,59,10,Fungi,44.1
X. roeperi,59,11,Fungi,42.2
X. roeperi,59,12,Fungi,39.3
X. roeperi,59,13,Fungi,43.3
X. roeperi,59,14,Fungi,38.3
X. roeperi,59,15,Fungi,43.7
X. roeperi,60,1,Agar,41
X. roeperi,60,2,Agar,40.4
X. roeperi,60,3,Agar,40.2
X. roeperi,60,4,Agar,40.2
X. roeperi,60,5,Agar,40.9
X. roeperi,60,6,Agar,40.8
X. roeperi,60,7,Agar,41.7
X. roeperi,60,8,Agar,41.6
X. roeperi,60,9,Agar,41.5
X. roeperi,60,10,Agar,41.3
X. roeperi,60,11,Agar,40.8
X. roeperi,60,12,Agar,41.6
X. roeperi,60,13,Agar,40.9
X. roeperi,60,14,Agar,40.7
X. roeperi,60,15,Agar,40.7
X. roeperi,60,1,Fungi,36.4
X. roeperi,60,2,Fungi,37.3
X. roeperi,60,3,Fungi,35.8
X. roeperi,60,4,Fungi,37
X. roeperi,60,5,Fungi,39
X. roeperi,60,6,Fungi,39.5
X. roeperi,60,7,Fungi,37.8
X. roeperi,60,8,Fungi,38.2
X. roeperi,60,9,Fungi,40.3
X. roeperi,60,10,Fungi,39.9
X. roeperi,60,11,Fungi,38.6
X. roeperi,60,12,Fungi,35.7
X. roeperi,60,13,Fungi,40.2
X. roeperi,60,14,Fungi,37.6
X. roeperi,60,15,Fungi,36
X. roeperi,61,1,Agar,42.5
X. roeperi,61,2,Agar,42.3
X. roeperi,61,3,Agar,42.5
X. roeperi,61,4,Agar,42.5
X. roeperi,61,5,Agar,42.5
X. roeperi,61,6,Agar,42.4
X. roeperi,61,7,Agar,42.4
X. roeperi,61,8,Agar,42.2
X. roeperi,61,9,Agar,42.4
X. roeperi,61,10,Agar,42.4
X. roeperi,61,11,Agar,42.5
X. roeperi,61,12,Agar,42.1
X. roeperi,61,13,Agar,42.5
X. roeperi,61,14,Agar,42.4
X. roeperi,61,15,Agar,42.6
X. roeperi,61,1,Fungi,41.4
X. roeperi,61,2,Fungi,40.9
X. roeperi,61,3,Fungi,40.7
X. roeperi,61,4,Fungi,39.2
X. roeperi,61,5,Fungi,41.3
X. roeperi,61,6,Fungi,41.6
X. roeperi,61,7,Fungi,41.3
X. roeperi,61,8,Fungi,41.2
X. roeperi,61,9,Fungi,40.6
X. roeperi,61,10,Fungi,41.3
X. roeperi,61,11,Fungi,41.6
X. roeperi,61,12,Fungi,39.5
X. roeperi,61,13,Fungi,38.9
X. roeperi,61,14,Fungi,38
X. roeperi,61,15,Fungi,38.3
X. roeperi,62,1,Agar,41.4
X. roeperi,62,2,Agar,41.8
X. roeperi,62,3,Agar,42.1
X. roeperi,62,4,Agar,41.8
X. roeperi,62,5,Agar,42
X. roeperi,62,6,Agar,41.9
X. roeperi,62,7,Agar,41.4
X. roeperi,62,8,Agar,41.8
X. roeperi,62,9,Agar,41.5
X. roeperi,62,10,Agar,41.5
X. roeperi,62,11,Agar,41.6
X. roeperi,62,12,Agar,41.7
X. roeperi,62,13,Agar,41.5
X. roeperi,62,14,Agar,42.2
X. roeperi,62,15,Agar,41.3
X. roeperi,62,1,Fungi,41.8
X. roeperi,62,2,Fungi,41.9
X. roeperi,62,3,Fungi,39.4
X. roeperi,62,4,Fungi,40.4
X. roeperi,62,5,Fungi,40.1
X. roeperi,62,6,Fungi,40.3
X. roeperi,62,7,Fungi,41.2
X. roeperi,62,8,Fungi,41.5
X. roeperi,62,9,Fungi,40.5
X. roeperi,62,10,Fungi,41.5
X. roeperi,62,11,Fungi,41.4
X. roeperi,62,12,Fungi,41.6
X. roeperi,62,13,Fungi,41
X. roeperi,62,14,Fungi,40.4
X. roeperi,62,15,Fungi,39.5
X. roeperi,63,1,Agar,42
X. roeperi,63,2,Agar,42.1
X. roeperi,63,3,Agar,42.2
X. roeperi,63,4,Agar,42.1
X. roeperi,63,5,Agar,42.3
X. roeperi,63,6,Agar,42.1
X. roeperi,63,7,Agar,41.9
X. roeperi,63,8,Agar,41.5
X. roeperi,63,9,Agar,41.7
X. roeperi,63,10,Agar,41.9
X. roeperi,63,11,Agar,42.3
X. roeperi,63,12,Agar,42.1
X. roeperi,63,13,Agar,41.8
X. roeperi,63,14,Agar,41.9
X. roeperi,63,15,Agar,41.9
X. roeperi,63,1,Fungi,41.1
X. roeperi,63,2,Fungi,41.8
X. roeperi,63,3,Fungi,41.6
X. roeperi,63,4,Fungi,39.3
X. roeperi,63,5,Fungi,39.7
X. roeperi,63,6,Fungi,39.6
X. roeperi,63,7,Fungi,41.6
X. roeperi,63,8,Fungi,40.5
X. roeperi,63,9,Fungi,39.5
X. roeperi,63,10,Fungi,41.3
X. roeperi,63,11,Fungi,41.7
X. roeperi,63,12,Fungi,39.6
X. roeperi,63,13,Fungi,39.3
X. roeperi,63,14,Fungi,40.7
X. roeperi,63,15,Fungi,38
X. roeperi,64,1,Agar,41.5
X. roeperi,64,2,Agar,41.4
X. roeperi,64,3,Agar,41.7
X. roeperi,64,4,Agar,41.9
X. roeperi,64,5,Agar,42.2
X. roeperi,64,6,Agar,42.2
X. roeperi,64,7,Agar,42.1
X. roeperi,64,8,Agar,42
X. roeperi,64,9,Agar,42
X. roeperi,64,10,Agar,41.3
X. roeperi,64,11,Agar,41.5
X. roeperi,64,12,Agar,41.6
X. roeperi,64,13,Agar,41.1
X. roeperi,64,14,Agar,41.9
X. roeperi,64,15,Agar,41.7
X. roeperi,64,1,Fungi,41.3
X. roeperi,64,2,Fungi,39.4
X. roeperi,64,3,Fungi,39.8
X. roeperi,64,4,Fungi,39.9
X. roeperi,64,5,Fungi,41.2
X. roeperi,64,6,Fungi,41.1
X. roeperi,64,7,Fungi,41
X. roeperi,64,8,Fungi,39.9
X. roeperi,64,9,Fungi,39.6
X. roeperi,64,10,Fungi,39.2
X. roeperi,64,11,Fungi,39.2
X. roeperi,64,12,Fungi,41
X. roeperi,64,13,Fungi,41.1
X. roeperi,64,14,Fungi,39.9
X. roeperi,64,15,Fungi,40.9
X. roeperi,65,1,Agar,41.5
X. roeperi,65,2,Agar,41.6
X. roeperi,65,3,Agar,41.8
X. roeperi,65,4,Agar,41.6
X. roeperi,65,5,Agar,41.3
X. roeperi,65,6,Agar,41.3
X. roeperi,65,7,Agar,41.5
X. roeperi,65,8,Agar,41.2
X. roeperi,65,9,Agar,41.3
X. roeperi,65,10,Agar,41.1
X. roeperi,65,11,Agar,41.2
X. roeperi,65,12,Agar,41.5
X. roeperi,65,13,Agar,41.3
X. roeperi,65,14,Agar,41.3
X. roeperi,65,15,Agar,41.3
X. roeperi,65,1,Fungi,40.5
X. roeperi,65,2,Fungi,40.4
X. roeperi,65,3,Fungi,41
X. roeperi,65,4,Fungi,40.1
X. roeperi,65,5,Fungi,40.8
X. roeperi,65,6,Fungi,41
X. roeperi,65,7,Fungi,39
X. roeperi,65,8,Fungi,39.9
X. roeperi,65,9,Fungi,41.2
X. roeperi,65,10,Fungi,40.5
X. roeperi,65,11,Fungi,40.9
X. roeperi,65,12,Fungi,40
X. roeperi,65,13,Fungi,39.8
X. roeperi,65,14,Fungi,39.5
X. roeperi,65,15,Fungi,39.2
X. roeperi,66,1,Agar,39.1
X. roeperi,66,2,Agar,39.5
X. roeperi,66,3,Agar,39.7
X. roeperi,66,4,Agar,39.7
X. roeperi,66,5,Agar,39.9
X. roeperi,66,6,Agar,40
X. roeperi,66,7,Agar,40.2
X. roeperi,66,8,Agar,40.2
X. roeperi,66,9,Agar,39.8
X. roeperi,66,10,Agar,39.9
X. roeperi,66,11,Agar,39.9
X. roeperi,66,12,Agar,40
X. roeperi,66,13,Agar,39.9
X. roeperi,66,14,Agar,39.8
X. roeperi,66,15,Agar,39.6
X. roeperi,66,1,Fungi,38
X. roeperi,66,2,Fungi,38.4
X. roeperi,66,3,Fungi,38.4
X. roeperi,66,4,Fungi,39.2
X. roeperi,66,5,Fungi,39.3
X. roeperi,66,6,Fungi,37.4
X. roeperi,66,7,Fungi,39.7
X. roeperi,66,8,Fungi,40.1
X. roeperi,66,9,Fungi,39.4
X. roeperi,66,10,Fungi,37.9
X. roeperi,66,11,Fungi,39.8
X. roeperi,66,12,Fungi,39.3
X. roeperi,66,13,Fungi,39.1
X. roeperi,66,14,Fungi,39.1
X. roeperi,66,15,Fungi,39.3
X. roeperi,67,1,Agar,42
X. roeperi,67,2,Agar,41.8
X. roeperi,67,3,Agar,42.1
X. roeperi,67,4,Agar,42.2
X. roeperi,67,5,Agar,42.1
X. roeperi,67,6,Agar,42.2
X. roeperi,67,7,Agar,41.8
X. roeperi,67,8,Agar,42.2
X. roeperi,67,9,Agar,42.5
X. roeperi,67,10,Agar,42.5
X. roeperi,67,11,Agar,42.7
X. roeperi,67,12,Agar,43
X. roeperi,67,13,Agar,43.3
X. roeperi,67,14,Agar,43.7
X. roeperi,67,15,Agar,42.9
X. roeperi,67,1,Fungi,39.4
X. roeperi,67,2,Fungi,39.9
X. roeperi,67,3,Fungi,40.2
X. roeperi,67,4,Fungi,39.1
X. roeperi,67,5,Fungi,39.4
X. roeperi,67,6,Fungi,40.4
X. roeperi,67,7,Fungi,40.9
X. roeperi,67,8,Fungi,40.1
X. roeperi,67,9,Fungi,40.3
X. roeperi,67,10,Fungi,39.9
X. roeperi,67,11,Fungi,41.6
X. roeperi,67,12,Fungi,39
X. roeperi,67,13,Fungi,41.4
X. roeperi,67,14,Fungi,40
X. roeperi,67,15,Fungi,40
X. roeperi,68,1,Agar,40.1
X. roeperi,68,2,Agar,39.8
